Work Type	Volunteering Opportunity: Ref	No. of Volunteers Required	Organisation: Organisation Name	Client Group	Title	Full Description	Organisation: Aims And Objectives	Experience Required	Minimum Age	Monday Morning	Monday Afternoon	Monday Evening	Tuesday Morning	Tuesday Afternoon	Tuesday Evening	Wednesday Morning	Wednesday Afternoon	Wednesday Evening	Thursday Morning	Thursday Afternoon	Thursday Evening	Friday Morning	Friday Afternoon	Friday Evening	Saturday Morning	Saturday Afternoon	Saturday Evening	Sunday Morning	Sunday Afternoon	Sunday Evening	Travel Expenses	Travel Details	Organisation Contact	Organisation: Phone	Organisation: Email
Arts ( music/drama/crafts)	VO58418	0	The Dundee Whitehall Theatre Ltd	Arts (music /drama / crafts)	Theatre Usher	"The role of the Usher involves assisting our audiences in and around the theatre and responsibilities can vary for each performance with support from the front of house manager and venue manager. Duties include directing customers to the theatre facilities, checking tickets and showing people to their seats, selling ice cream and programmes, dealing effectively with latecomers, audience related enquiries and problems, and taking responsibility for the safe evacuation of the visiting public during an incident."	"The Whitehall Theatre is a big part of the cultural fabric of the city and is home to many of the City's amateur musical societies and dance schools. We also play host to a variety of professional shows including comedians, singers, tribute acts and children's shows."	"Good communication skills, an interest in the theatre/arts and a desire to work in a public facing environment."	16	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1		Nearest bus stop is on Bellfield Street outside the theatre.	Scott McRuvie	01382 322684	manager@whitehalltheatre.com
Finance / Accountancy	VO58568	1	Age Concern Dundee	Elderly	Honorary Treasurer	"The Honorary Treasurer will work with the administrator and board members to ensure ACD is operating in line with the best practice and complying with the governing documents and the legal requirements of a charitable organization. You will also assist in the preparation of accounts, with budgeting and with financial planning, monitor the financial administration of the charity, and attend meetings up yo 6 times a year to report to the board of the organization. Ideally, the organization is looking for someone who has experience of working within a charity in this capacity and is looking to use their skills to benefit a very worthwhile organization."	"Age Concern Dundee exists to promote the wellbeing and social inclusion of older people by: identifying their changing needs, through consultation with them and their carers; and active involvement in policy planning and development of services."	"Experience of book-keeping, accounting, banking or finance."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"Fiveways Centre, 2-4 Caird Avenue, Dundee, DD3 8AW."	Patrick Delargy	01382 825624	patrick@ageconcerndundee.com
Advice / Information giving	VO58590	10	Victim Support Scotland (Dundee)	Crime / Safety	Service Delivery Volunteer	"Our volunteers work within a supported environment to provide victims and those affected by crime with non-judgemental, practical and emotional support. Volunteers offer a sympathetic ear by telephone, at our office, at the service user?s home and within the court setting. Our existing volunteers come with a wide range of skills and experience and we are looking to add to this skill base. We are looking for flexible adaptable and non-judgemental individuals who are looking to add to, and use, their existing skills and experience to support people of all ages and backgrounds. APPLY ONLINE at http://www.victimsupportsco.org.uk/page/volunteering.cfm."	"The Witness Service exists to help people through the judicial process by providing practical and emotional support. This facility is set up in the court building and is confidential, and provided by trained volunteers. The service is free and available to ALL witnesses attending court regardless of age, sex, religion, sexual orientation, disability or social class."	A listening non- judgemental ear is all that is required. Full training and a shadowing period will be afforded to all volunteers. We welcome applications from individuals of all different backgrounds and experience.	18	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	Public transport or a mileage rate is reimbursed. Lunch for volunteers who work over 4 hours is also reimbursed. Expenses are paid monthly.	The office is in Dundee City Centre and is serviced by many bus routes.	Ciara White	01382 202265	witnessservice.dundee@victimsupportsco.org.uk
Befriending / Mentoring	VO58626	0	Action For Children (Dundee)	Young People	Befriender/Mentor	The service provides independent living skills to young people who are homeless or who have additional needs. Volunteers are matched as befrienders/ mentors with interested young people to further assist with the development of social skills and encourage the young people to become involved in sustainable leisure activities of their choice. The volunteers may attend an appointment or undertake an activity with the young person or have an evening in the young person?s flat cooking a curry or baking a cake. Volunteers have also assisted during outdoor activities and on outings and day trips or have supported young people to watch a football match or go to the gym.	"Action for Children has grown substantially since the early 1990's, with double the number of projects and a consequent increase of staff. Action for Children's strategic plan 2003/08 aims to further our growth and development to become ""the UK's acknowledged voluntary service leader in the provision of high quality children's services"". The plan focuses on both the work we do and the future shape of the organisation to safeguard our future in the longer term."	Previous voluntary experience is desired but not essential as training is required. It is essential that the volunteer wants to support young people	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		Both sites are on bus routes with buses coming frequently. Both are walking distance from the city centre.	Regan Martin	01382 455709	fiona.erickson@actionforchildren.org.uk
Charity Shops / Retail	VO58629	10	British Heart Foundation (Broughty Ferry)	Health/Hospitals/Hospices	Book/Entertainment Sorter	"Do you have an enthusiasm for books or an interest in music and games? Would you like to get some retail experience while helping the British Heart Foundation to raise funds for its operations? The Broughty Ferry shop is looking for a Book/Entertainment Sorter. Main duties include sorting and selecting book stock, music and games on delivery. You will price items correctly according to guidelines and display and merchandise stock."	"The aim of the British Heart Foundation (BHF) is to play a leading role in the fight against heart disease. The BHF aims to do this through research, education and care, funding medical research, providing support and information,. also providing life saving equipment for hospitals and funding BHF nurses."	Enthusiasm for books and understanding of books types. Interest in music.	15	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	4 hours required in one day and then travel expenses will be paid.	Broughty Ferry - 202 Brook Street.	Afi Gourlay	01382 772899	ba2@bhf.org.uk
Charity Shops / Retail	VO58630	10	British Heart Foundation (Broughty Ferry)	Health/Hospitals/Hospices	Cash Desk/Sales Floor Assistant	"Do you have an interest in fashion? Would you like to get some retail experience while helping the British Heart Foundation to raise funds for their operations? The Broughty Ferry Shop is looking for a Cash Desk/Sales Floor Assistant. Main duties include meeting and greeting customers, accepting donated stock, stock rotation and merchandising, housekeeping and working on the Cash Desk."	"The aim of the British Heart Foundation (BHF) is to play a leading role in the fight against heart disease. The BHF aims to do this through research, education and care, funding medical research, providing support and information,. also providing life saving equipment for hospitals and funding BHF nurses."	Interest in fashion. Friendly with a desire to help and learn. Some sales experience would be an advantage.	15	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	Travel expenses will be paid after a minimum of 4 hours worked in one day.	"202 Brook Street, Broughty Ferry."	Afi Gourlay	01382 772899	ba2@bhf.org.uk
Charity Shops / Retail	VO58631	10	British Heart Foundation (Broughty Ferry)	Health/Hospitals/Hospices	Stock Processor	"Do you have an interest in fashion and clothes? an eye for detail? And enjoy working as part of a team? Would you like to get some retail experience while helping the British Heart Foundation to raise funds for its operations? Help us prepare stock for the sales floor by doing a quality check of donated stock, tag, hang, and size garments and steam hung stock."	"The aim of the British Heart Foundation (BHF) is to play a leading role in the fight against heart disease. The BHF aims to do this through research, education and care, funding medical research, providing support and information,. also providing life saving equipment for hospitals and funding BHF nurses."	An eye for detail and an interest in fashion and clothes.	15	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	Travel expenses will be paid once 4 hours have been worked in one day.	"202 Brook Street, Broughty Ferry Dundee"	Afi Gourlay	01382 772899	ba2@bhf.org.uk
Marketing / PR / Media	VO58763	1	Skin Conditions Campaign Scotland	Health/Hospitals/Hospices	Website Designer	"Currently, the organization is in the process of designing a website. They have a basic site using WIX, a free html editor. They looking for a creative person to help them with the more technical aspects of the site e.g. setting up forms and discussion groups and to advise/modify the site in respect of layout, usability and interactivity. This would give volunteers an opportunity to develop their knowledge, skill and flair for website design and allow them to contribute to supporting people with skin and rheumatic conditions and to give them experience of working for the voluntary sector."	"Established in 2001, Skin Conditions Campaign Scotland (SCCS) is a volunteer-led and patient-focused Scottish charity that promotes the interests and shared aims of people in Scotland living with skin conditions. We operate as an umbrella organisation and work collaboratively with our membership which is made up of patient organisations and includes professional health care bodies. Our aim is to eliminate prejudice and misconceptions about skin conditions, improve self-management for people with skin conditions or those who care for someone with skin conditions and advise on best practice to improve the care they obtain from health care providers."	"Volunteer will have good literacy skills, computer literacy, familiar with designing websites and a good eye for design."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"Meetings would take place at the Volunteer Gateway, Dundee. The main train and bus stations in Dundee would be suitable. Work on-line would allow the volunteer to work from home. This will be flexible."	Catherine O'Hara	07852299206	info@skinconditionscampaignscotland.org
Advice / Information giving	VO58878	10	Tayside Council on Alcohol (Dundee)	Drugs / Alcohol Issues	Safe Zone Volunteer	"The Safe Zone Bus is resourced with a minimum of 4 volunteers on any operational evening, 2 from TCA/CAIR and 2 from British Red Cross. A further 2 personnel will resource the mini bus along with an officer from Police Scotland. Dundee Street Chaplains will utilize the Safe Zone where they are able to bring those identified as vulnerable to a place of safety. All visitors to the service are assessed and have any minor injuries dealt with. The Safe Zone volunteers identify the needs of the visitor and support them to sober up and help them to find a safe route home. Safe Zone volunteers will also support people who have become separated from their friends and have come down to the vicinity of the bus where they arrange to meet up again. People can use the area as place of safety while they wait for their friends. People will also come along to the bus on their own if they are feeling fearful or vulnerable. This gives the Safe Zone volunteers the opportunity to engage with people around the bus, provide information about alcohol, its effects and a link to services. We can also provide a place of safety in the city and assist in reducing the number of sexual assaults."	"Tayside Council on Alcohol provides counselling, support and information to anyone affected by their own, or anothers, problem drinking. We also work in many ways to raise awareness of alcohol related issues and promote sensible and positive use of alcohol. The young persons services provide a wide range of support and treatment facilities for young people experiencing problems because of their substance use."	"Experience of working with individuals, who have challenging behavior *Experience of working as part of a team *Good Communication Skills, both verbal and non verbal. *Experience of working with individuals, with alcohol/substance misuse."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Mileage from your house to base and back home again will be paid for volunteers.		Lydia Banks	01382 456012	enquiries@alcoholtayside.com
Arts ( music/drama/crafts)	VO58941	1	Bield Housing & Care (Dundee)	Elderly	Sunday Afternoon Film Social Activity Assistant	"The Sunday Afternoon Film Social Activity Assistant volunteer will support tenants to partake in a series of film entertainment on a Sunday afternoon from approx 1:45pm - 4pm. The role includes, assisting with the setting up of the entertainment area for viewing and operating the equipment, assisting with film choices, supporting tenants and assisting with refreshments, along with socially interacting with tenants. The volunteer may be asked o assist tenants from their flats to the lounge and back as they may wish support like also to combat social isolation. This is a social interactive role, and although support will be given from staff, volunteers should be confident in leading the activity."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter. Ability and to be interested in audio equipment operation. Enjoys being hands-on and participating."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Pblic transport reimbursement and car allowance 40p per mile.	"Bonnethill Gardens, Caldrum Terrace, Dundee, DD3 7HB."	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Arts ( music/drama/crafts)	VO58946	1	Bield Housing & Care (Dundee)	Elderly	Tuesday Afternoon Social Activity Host	"Supporting residents with on-going Tuesday sessions. Bield is looking for a volunteer to host activities from 2pm -4pm. Supported by staff, the volunteer, along with the tenants will establish a calendar of activities and events and will be happy to take the lead with this project. The ideal volunteer will have an outgoing, chatty and personable outlook and enjoy engaging with older people. They will have an interest in developing a range of activities for tenants, offering an interesting and varied afternoon programme. Previous experience of engaging with older people and/or social activities would be an advantage."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter. An interest in a diverse range of activities and ability to host and develop social activities ."	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Public transport reimbursement or car allowance 40p per mile	Bus route; Main Street (1B) or Kinghorne Road /Strathmartine (20)	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Youth Work	VO58998	4	RockSolid Youth Project	Young People	Youth Worker	"You will be helping youth work staff to deliver a range of activities with young people through groups, clubs and creative activities including: art, games, cooking, sport, gardening, music and social enterprise project. Help at one or more of RockSolid?s groups running on Monday nights, Tuesday & Wednesday afternoons or Friday nights. You will work alongside young people to help make RockSolid ?theirs?. General helper or assisting/leading activities that reflect own interests/talents."	"RockSolid Youth Project is a community charity working in the East End of Dundee with young people aged 10 - 18. RockSolid encourages young people: to become more confident by expressing themselves and who they are, become active citizens in their community; and, owners of RockSolid through a variety of community based activities and a range of projects."	Experience in delivering youth work preferred but not necessary. Interests in one or more of the activities listed preferred but not necessary. Friendly and approachable team member essential.	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	Public transport expenses can be covered by agreement.	28/29 - Balunie Avenue near Balbeggie Place	Paul Cameron	01382 731173	info@rocksolid.org.uk
Catering	VO59006	6	Coldside Church of Scotland	Families	Cafe Assistant	"A new community café is opening up shortly and we need creative individuals to help run the café. The café is to be open one lunchtime a week. Your duties would be to help prepare meals, serve customers, liaise with staff, work as part of a team and light cleaning duties. Individuals with a creative flare in the kitchen are hugely welcome. Training will be provided."	"The community café at Coldside Church of Scotland is to offer a café for customers to have a good, affordable and healthy meal within an inviting, safe, friendly environment. We aim to provide a variety of services to customers, who are interested in what is available in their community."	"An interest in customer service, and catering."	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Public transport expenses paid.		Karen Rennie	07762724060	
Homebased Volunteering	VO59012	0	Meal Makers	Elderly	Meal Maker [copy]	"This is an opportunity for you to volunteer your time and skills locally in a way which suits you. It is an excellent opportunity to assist you to improve or gain a number of skills including your interpersonal and confidence skills; creativity; communication skills; and planning and organisational skills. If you would like to sign up as a cook and do something great with an extra plate, the next step is to register on www.mealmakers.org.uk or contact 0800 783 7770 / hello@mealmakers.org.uk. You will need to complete the online food hygiene quiz which only takes a couple of minutes, and we will need to get your Protecting Vulnerable Groups (PVG) application organised, this is a criminal records check that all our volunteers go through before they can become a Cook with Meal Makers."	"Meal Makers has been brought to Scotland by the award winning charity Food Train and is proudly sponsored by the Scottish Government and the Tank Foundation. It is a free, local neighbourhood food-sharing project that connects volunteers who have a passion for cooking and want to be active in their communities (Cooks), with older neighbours (Diners) who would appreciate a home cooked meal."	"Good organisation and communication skills, reliable & trustworthy, approachable & friendly. Enjoys cooking."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		Meal are prepared by the volunteer in their own kitchen and they deliver the meal to a Diner living in their local area themselves by whichever means of transport they decide to use.	Stuart Miller	0141 387 6390	hello@mealmakers.org.uk
Management / Business Skills	VO59046	2	Dundee Independent Advocacy Support	Human / Civil rights/ Justice	Trustee: Board of directors	"We are particularly interested in people who can bring expertise in fund-raising, business planning and communications to the current mix of board skills, as well as a strong commit-ment to the principles of social justice and an understanding of the ethos of the voluntary sector. Generally, the role of the Trustee involves; ?contribute actively to the Board of Trustees? role in giving firm strategic direction to the organisation, setting overall policy, defining goals, setting targets and evaluating per-formance against agreed targets. ?safeguard the good name and values of the organisation ?declare any conflict of interest while carrying out the duties of a trustee ?ensure the financial stability of the organisation ?be collectively responsible for the actions of the organisation and other trustees ?attend meetings and read papers in advance of meetings ?attend sub group meetings as appropriate ?participate in other tasks as they arise from time to time, such as interviewing new staff, help with fundraising, etc."	"We aim to provide independent advocacy to promote, protect and safeguard the welfare and interests of people who are not in a good position to speak for themselves. Our main focus is citizen advocacy, where we create personal relationships between volunteers from the community and people from various community care groups who need such support."	?A genuine commitment to DIAS. ?Ability to make good decisions for DIAS. ?communication skills. ?Willingness to speak their mind and listen to others ?Understanding the legal responsibilities of a trustee. ?experience of committee/trustee work.	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rates for mileage are paid at 0.45p per mile. All other reasonable expenses are reimbursed on a regular basis on completion of Expenses Claim form.	The volunteering take place primarily in the offices of Dundee Independent Advocacy Sup-port at Meadow Mill which is based in the city centre: a 10 minute walk from Dundee train station and accessible from most bus routes. Occasionally meetings are held at the Volun-teer Centre Dundee and Dundee City Council Offices; both of which are city centre based.	Shona Laidlaw	01382 205515	office@diasdundee.org
Management / Business Skills	VO59087	2	Dundee Independent Advocacy Support	Human / Civil rights/ Justice	Trustee : Board of Directors	"We are particularly interested in people who can bring expertise in fundraising, business planning and communications to the current mix of board skills, as well as a strong commitment to the principles of social justice and an understanding of the ethos of the voluntary sector. The role of the trustees involves: contributing actively to the Board of Trustees' role in giving firm strategic directions to the organisation, setting overall policy, defining goals, setting targets and evaluating performance against agreed targets. Safeguarding the good name and values of the organisation. Ensure the financial stability of the organisation. Be collectively responsible for the actions of the organisation and other trustees. Attend meetings and read papers in advance of meetings. Attend sub group meetings as appropriate.Participate in other tasks as they arise from time to time, such as interviewing new staff, help with fundraising."	"We aim to provide independent advocacy to promote, protect and safeguard the welfare and interests of people who are not in a good position to speak for themselves. Our main focus is citizen advocacy, where we create personal relationships between volunteers from the community and people from various community care groups who need such support."	"Commitment, good leadership and communication skills, good decision skills, tact and diplomacy, willingness to speak their mind and listen to others, can work in a team and on their own."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rates for mileage are paid at 0.45p per mile. All other reasonable expenses are reimbursed on a regular basis on completion on Expenses form.	The volunteering take place primarily in the offices of Dundee Independent Advocacy Support at Meadow Mill which is based in the city centre : a 10 minute walk from Dundee train station and accessible from most bus routes. Occasionally meetings are held at the Volunteer Centre Dundee and Dundee City Council; both of which are city based.	Shona Laidlaw	01382 205515	office@diasdundee.org
Management / Business Skills	VO59089	1	Dundee Independent Advocacy Support	Human / Civil rights/ Justice	Chair: Board of Directors	"Lead in the development of strategic plans for the charity. Lead and support the Manager. Ensure good governance of DIAS in accordance with the Constitution and appropriate legislation. Ensure that DIAS applies its resources exclusively in pursuance of its objects. To lead in the appointment of the Manager and monitor the Manager's performance. Liaise with the Manager in the drafting of agendas and supporting papers for the Management Committee meetings and Chair those meetings. Lead on the development and implementation of procedures for Board induction, development, training, and appraisal."	"We aim to provide independent advocacy to promote, protect and safeguard the welfare and interests of people who are not in a good position to speak for themselves. Our main focus is citizen advocacy, where we create personal relationships between volunteers from the community and people from various community care groups who need such support."	"Commitment to DIAS, Leadership ability, Integrity, strategic vision and good/independent judgement. Good communication skills. An understanding of the legal responsibilities and liabilities of a trustee. Prior experience of committee/trustee work."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rates for mileage are paid at 0.45p per mile. All other reasonable expenses are reimbursed on a regular basis on completion of an expenses form.	The volunteering take place primary in the offices of Dundee Independent Advocacy Support at Meadow Mill which is based in the city centre : a 10 minute walk from Dundee train station and accessible from most bus routes. Occasionally meetings are held at the Volunteer Centre Dundee and Dundee City Council Offices ; both of which are city centre based.	Shona Laidlaw	01382 205515	office@diasdundee.org
Befriending / Mentoring	VO59090	0	NHS Tayside - Dept. of Spiritual Care	Religion / faith	Listener	"?Helping people (re)discover hope and inner strength in times of illness, change and loss? Can you be a good listener? Can you help someone explore what they are going through? Listening to people?s concerns can help them feel less isolated and anxious while helping them feel more hopeful and valued. Volunteers can play a vital role supporting the work of the Department of Spiritual Care in their work often being the initial point of contact. Volunteering opportunities available in ? Bereavement ? Community ? Hospital Members of the Department provide ongoing support."	"NHS Tayside Department of Spiritual Care is responsible for the spiritual needs of all patients, carers and staff in its area, people of faith or of no declared faith, understanding that all people may have spiritual needs when facing ill health."	"People need to be good listeners, work in a confidential way, be open and non-judgemental and have some experience of life to provide adequate support."	18	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	Travel expenses are available		Lynn Downie	01382 423110	lynne.downie@nhs.net
Advocacy / Human Rights	VO59116	12	Scottish Police Authority	Offenders And Ex Offenders	Independent Custody Visitor	"People are reqired to visit police stations to check on welfare of detainees held in custody. The visitors will speak to the people in custody and check that they are being treated fairly and within the law - e.g. they have been offered food and drink, are warm, have they been offered access to a lawyer ect. Visitors are paired up and go together to do visits. Visits are arranged between the two volunteers and we ask that visits are conducted on different days and at different times."	"Independent Custody Visiting Scotland is a statutory function of the Scottish Police Authority. Independent Custody Visitors are members of the local community who visit police stations unannounced to check on the treatment of detainees, the conditions in which they are being held and that their rights and entitlements are being observed."	"Listening skills, non-judgemental, impartial and unprejudiced"	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		N/A	Brian McFadyen	0141 585 8308	icvs@spa.pnn.police.uk
Youth Work	VO59119	0	Dundee and Angus ADHD Support Group	Young People	Youth Worker	"This is an excellent opportunity to build new skills while making a difference to others. Youth Workers will be required to help young people during activities and outings within the group, assess the needs of the young people during the session, support young people to facilitate personal and social growth to encourage greater social inclusion, and attend training and development opportunities as provided by the group alongside team meetings when necessary."	"The organisation's purposes are the advancement of education - to support end empower parents and carers of children and young people with ADHD; the advancement of health - the relief of those in need by reason of age, ill health, disability, financial hardship or other disadvantage; the provision of recreational facilities and the promotion of equality and diversity - raising awareness of the condition, tolerance and acceptance of ADHD."	An interest in ADHD/Additional Support Needs is desirable however not a requirement.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Manhattan Works.	Alison Zerouk	07856 110910	ac@adhddasupport.org
Tutoring / Supporting Learners	VO59127	2	Dundee International Women's Centre	Ethnic Minorities	Classroom Assistant	"The role of the classroom assistant is to assist the Project Worker in setting up the classroom and in lesson/ activity preparation before each class / group, support service users as required on a 1:1 or group basis, ensure Health & Safety is adhered to and monitored at all times, assist in tidying the classroom and putting materials/ equipment away after classes/groups, and liaise closely with the Project Worker and carry out any duties as reasonably requested in the class."	"To support and enable women to explore and develop their full potential. To empower women to participate fully in society, raising awareness of and challenging the causes of social, economic and political exclusion. To provide and promote supported volunteering opportunities within the Association at local, national and international level. To achieve quality through effective monitoring and evaluation."	It is desirable to have experience of working within a community setting or classroom/teaching experience.	20	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	"The amount reimbursed is equivalent to a Dundee day saver bus ticket per return journey, or less. There is an onsite crèche facility and the cost of use for volunteers is £1 per hour."	"We are close to bus routes number 15/17, 32/33"	Vicky Higgins	01382 462058	mail@diwc.co.uk
Languages / translating	VO59131	2	Dundee International Women's Centre	Ethnic Minorities	One to One ESOL Tutor	"The role of the one to one ESOL tutor will be to plan and deliver appropriately levelled English lessons for individual students who do not have English as their first language, meet with students for 30 minutes - 1hour once a week during school term time at DIWC, provide literacy support where appropriate, gather regular feedback and review progress and development of student with project staff, and work closely with project staff to source appropriate materials."	"To support and enable women to explore and develop their full potential. To empower women to participate fully in society, raising awareness of and challenging the causes of social, economic and political exclusion. To provide and promote supported volunteering opportunities within the Association at local, national and international level. To achieve quality through effective monitoring and evaluation."	It is desirable to have training or a qualification in teaching English for speakers of other languages or equivalent. It would also be desirable to have experience of working with the black and minority ethnic communities but not essential.	20	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	"The amount reimbursed is equivalent to a Dundee day saver bus ticket per return journey, or less. There is an onsite crèche facility and the cost of use for volunteers is £1 per hour."	"We are close to bus routes number 15/17, 32/33."	Vicky Higgins	01382 462058	mail@diwc.co.uk
Tutoring / Supporting Learners	VO59165	1	Dundee International Women's Centre	Ethnic Minorities	Sewing Tutor	"The role of the sewing tutor will be to work with other volunteers and project staff to plan and deliver sewing lessons, tutor basic sewing skills such as working a sewing machine, following patterns, measuring and cutting fabric and hemming, provide support to individual learners in a classroom setting, set up and clear up sewing stations within the sewing class, maintain check in and out system for sewing tools and follow DIWC policy and procedures."	"To support and enable women to explore and develop their full potential. To empower women to participate fully in society, raising awareness of and challenging the causes of social, economic and political exclusion. To provide and promote supported volunteering opportunities within the Association at local, national and international level. To achieve quality through effective monitoring and evaluation."	"It is desirable to have knowledge and experience of traditional Asian designs such as Salwar Kameez, however not necessary. Ability to speak one of community languages such as Punjabi, Urdu or Bangladesh, however not essential."	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"The amount reimbursed is equivalent to a Dundee day saver bus ticket per return journey, or less. There is an onsite crèche facility and the cost of use for volunteers is £1 per hour."	"We are close to bus routes number 15/17, 32/33."	Vicky Higgins	01382 462058	mail@diwc.co.uk
Befriending / Mentoring	VO59187	1	Bield Housing & Care (Dundee)	Elderly	Befriender for a Male	"Supporting a male service user who would like to get out and about - due to mobility issues, this role requires a volunteer with a car. The service user enjoys socialising and would like to for car trips along with having a bar lunch. This opportunity would allow him to get out of his flat. The role offers the chance to gain personal satisfaction and enjoyment, by assisting another to achieve goals and give the opportunity to get out of the home environment. Volunteers are required to give at least 6 months commitment and volunteer either weekly or fortnightly. The role is one to one - ability to engage well is essential as much of the role will be exchanging chatter. This role is open to either a male or female volunteer."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter> The service user enjoys sports, so a keen interest in sports would be beneficial."	17	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	Car allowance 40p per mile.	Due to the mobility of the service user - this role is only open to volunteers with a car.	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Advice / Information giving	VO59235	15	Dundee Museum of Transport	Museums / galleries / heritage	Visitor Services Assistant	"With the summer season approaching we need to significantly increase the number of volunteers willing to look after museum visitors. Visitor Service Assistants are the face of our small, recently-opened, volunteer-run museum. You will join a team like-minded volunteers and work under the guidance of the shift leader. Tasks include - Meeting and greeting, ticketing, selling items in the shop, serving refreshments, answering queries, looking after visiting groups, controlling access to the museum, providing information about exhibits and keeping the museum clean and tidy. You will not have to take on all these tasks - we will try to match you with the ones you enjoy the most. We are a small and flexible group of volunteers with big challenges ahead. As we evolve, you may find opportunities to be involved in other aspects of the museum."	"Preservation and collection of historical and vintage vehicles to advance and promote heritage and education of the general public. To provide training in vehicle restoration, and organise meetings and lectures on a wide range of transport and vehicle subjects."	"No specific skills required, just an outgoing and friendly nature. An interest in museums or transport would be helpful but by no means essential."	14	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	No travel expenses paid.	"Dundee Museum of Transport, 10 Market Mews, Dundee, DD1 3LA. Bus route near by."	Andy Pillans	01382 455196	chairman@dmoft.co.uk
Befriending / Mentoring	VO59237	1	Bield Housing & Care (Dundee)	Elderly	Befrienders for 2 Females	"1st Service User - would like company for chatter and social interaction. Limited mobility and health issues do not allow frequent trips outwith her flat. 2nd Service User - would also like company, but also keen to get out and about. Her mobility is good and would like to be part of something. This role offers the chance to gain personal satisfaction and enjoyment by assisting another to achieve goals and give the opportunity to get out of the home environment. Volunteers are required to give at least 6 months commitment and volunteer either weekly or fortnightly. The role is one-to-one - ability to engage well is essential as much of the role will be exchanging chatter."	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	"Interest in engaging with older people, enjoy exchanging stories and chatter. Car owner is essential for one of the service users."	16	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	Car allowance 40 per mile.	"Douglasfield Retirement Housing Development, Ballindean Place, Dundee, DD4 8PF. (Located in the Douglas area, close to ASDA."	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
